Service_ID,Service_Type,Cloud_Provider,Edge_Node_ID,CPU_Utilization (%),Memory_Usage (MB),Storage_Usage (GB),Network_Bandwidth (Mbps),Service_Latency (ms),Response_Time (ms),Throughput (Requests/sec),Load_Balancing (%),QoS_Score,Workload_Variability,Optimal_Service_Placement,TOPSIS_Score,Rank,TOPSIS_Rank
S0450,Storage,Google Cloud,E4,59.10842667826921,6453,784,793.4956530019058,79.0076741562526,16.62168473002946,728.2058867267681,99.65770517950804,0.7467654151163104,2,0,0.7329392873155457,895.0,27
S0587,Database,Google Cloud,E3,88.74764268809055,5251,946,634.4102700470099,40.111284825476616,107.12106996540464,957.8574886372504,63.00313740210953,0.9860833118703451,1,0,0.7297301967982588,792.0,28
S0675,Compute,IBM,E4,37.08123020774072,4153,932,792.7841908811662,132.44311488445695,66.59787441666843,844.1387155156825,69.50080303737803,0.5778376063821189,3,0,0.7272959183618319,704.0,29
S0747,Network,IBM,E2,83.44410797582991,6808,745,797.1074374300698,35.246113477201405,264.8660754144956,918.7196430129716,93.96984966529422,0.7451109873268704,2,0,0.7269448517847514,976.0,30
S0095,Compute,IBM,E3,27.438357469041197,7696,972,948.7690224121784,10.906852770995348,328.5554794754147,912.9469973924276,53.94902996831159,0.5850651636918045,1,0,0.7242626335386069,995.0,31
S0443,Network,AWS,E4,25.922687164312144,4277,161,618.2560073570106,90.62525608489618,18.679786798600617,811.5385116829319,51.01401574472904,0.5131918090027692,3,0,0.7237439705150108,415.0,32
S0941,Storage,IBM,E4,94.34959261731656,705,215,916.6495075171656,106.570869829388,102.08371935815974,696.8713519863888,74.18045033758332,0.6637202814770333,3,0,0.7234614236827952,251.0,33
S0783,Compute,Azure,E2,46.83605630851616,7480,331,872.5391111246661,37.29983690356634,342.0639551476722,899.2740350032078,67.90723905979027,0.8958475496008733,3,0,0.717577655742125,966.0,34
S0572,Storage,IBM,E1,61.8981797337819,5797,455,621.3538239116884,5.798904197033366,251.51917993645532,893.4792852587638,93.57536067453174,0.5297562212819872,1,0,0.7161901734836282,796.0,35
S0367,Database,AWS,E3,46.42812099572408,1504,964,549.3245047129609,39.880325779281456,195.84886194649684,969.5713069314578,67.09328008811752,0.9113682430217156,1,0,0.7145373873611084,303.0,36
S0364,AI Model,AWS,E1,76.16197527224799,4434,859,656.4201615564638,90.3269513318021,187.18758602844085,974.7245768642412,90.21523564777584,0.7663558110194926,2,1,0.7143441415124979,728.0,37
S0338,Database,Google Cloud,E4,59.55497165920072,7618,122,782.5443841127569,14.573067653249336,322.9495916989986,892.2847145398878,67.53686492021544,0.6030118617910422,2,0,0.7138865110433658,912.0,38
S0762,Network,IBM,E3,42.46742584654054,3407,541,926.9431498655016,203.13976814438013,108.42981826871184,963.5496937940416,82.2013218555972,0.9607168145122268,2,0,0.7136743571385643,624.0,39
S0873,Compute,AWS,E4,75.3948093599248,3484,105,755.3201693233842,74.87059382598115,242.3100171627108,816.1711487999829,71.23395062092293,0.7287844238369858,2,0,0.7133867430586861,452.0,40
S0105,Compute,AWS,E4,61.56698855990125,3520,936,859.3755400059066,180.9480166145697,78.258145966878,970.5194689781848,63.06225662267912,0.8191708752905449,1,0,0.7110211993704871,682.0,41
S0027,Network,Azure,E3,66.125972602915,3935,269,838.1335057118532,116.5762319967867,258.62098489172695,861.7323290261332,78.20973958993727,0.7732105061800514,2,0,0.7108316765952596,618.0,42
S0657,Compute,IBM,E1,61.82816196875329,7376,147,717.2699604557928,94.71653559307067,54.5295038011277,781.1600556894717,52.41979409728828,0.9112589009991744,1,0,0.7105531746760622,811.0,43
S0269,AI Model,Azure,E3,23.89674331657013,5050,242,839.1555257352951,53.55678574137454,305.39472639386184,777.3697198699239,55.39266322811546,0.8595890120259898,1,0,0.7076138333959203,751.0,44
S0245,Network,Azure,E2,83.79620433808535,717,963,676.1186621536593,107.12808157069666,220.153350803408,998.3223245372844,88.1496468144847,0.5790461686414243,3,0,0.7048577789898196,328.0,45
S0813,Compute,Google Cloud,E1,73.02323655917871,1232,417,922.9700087707714,151.68261253089875,146.7806252789292,776.6348885840453,53.18044980882504,0.7888678850804209,1,0,0.7034584536166868,343.0,46
S0577,Storage,Azure,E2,71.9369620001919,2613,987,783.8162324727147,150.1671430532789,47.01130188688473,826.687063067367,74.86012017782765,0.9997481752093608,1,0,0.7033805278489385,508.0,47
S0633,Database,IBM,E2,43.54750380330146,2038,985,702.3460715901167,140.09914827441295,145.70776288105884,936.66294816053,54.32123162236187,0.8188320230742954,3,0,0.7009157403235607,436.0,48
S0734,Storage,AWS,E2,94.83656417614836,2699,619,635.699016338212,122.39830218232336,96.83537787060808,946.7961113750808,57.251636687494425,0.7229736526602869,2,0,0.699640434932623,394.0,49
S0867,Database,AWS,E3,36.18055093823406,716,54,863.455381150831,129.92719272855317,27.2269261037657,588.6811443261662,97.13013502423736,0.6303167273785006,2,0,0.6993423166507697,192.0,50
S0240,AI Model,AWS,E2,46.21297790651141,3261,63,626.504959469905,79.0126433775609,236.6790485959194,846.4352588465651,70.4612740095898,0.955439452403222,3,0,0.6986764318501422,333.0,51
S0053,Database,AWS,E1,86.51936751569521,6359,665,885.511598951196,135.9125450322123,239.46728981362872,908.16920619657,90.2837689521352,0.7140616839091873,3,0,0.6962227432067253,969.0,52
S0497,Network,IBM,E4,35.52444338288201,8118,488,867.6295116223595,74.83101522423658,390.1774218766221,985.6690277160594,88.12855563957764,0.6478011387521107,3,0,0.6958641820349611,990.0,53
S0580,Database,Azure,E3,40.65358806915639,2291,325,650.9833613380905,121.64838972150152,195.55036288666395,867.7703195524006,66.69074558546187,0.8482188963511066,2,0,0.6957995399018927,260.0,54
S0308,Database,Azure,E2,72.19243386266018,1518,587,988.9471760752728,135.6346642633756,40.22054597426916,630.4722409648283,54.56258295595241,0.7482749068009156,3,0,0.6957909167943785,409.0,55
S0508,Database,Google Cloud,E3,42.01166174060913,5010,278,547.5681512792166,31.715042942271545,135.88799949922375,745.0956188481077,85.19567130640539,0.5346976574702711,1,0,0.6951020102622204,523.0,56
S0607,Database,Azure,E1,50.722167117142405,1646,205,636.4745845548919,110.80510209280544,248.50801369263465,906.3744880614604,81.93630911246098,0.7288228080167701,1,0,0.6950315057477799,209.0,57
S0896,AI Model,Azure,E3,64.63487561792611,8066,942,816.9213796690487,70.96572283883611,297.8004177090837,894.8528219319036,88.86477879195368,0.8897882244306348,1,0,0.6941387940275607,996.0,58
S0384,Database,AWS,E3,58.44910648587897,1993,832,631.838335931136,96.661021851877,115.60130019840672,790.5752253554987,66.40348422428289,0.5074044305663126,1,0,0.6933042609344365,326.0,59
S0936,Compute,AWS,E2,55.535737129846,1767,834,711.810121645583,74.85528770957313,62.21011113589536,623.4021847669095,81.37780119353232,0.5190591225942458,1,0,0.6886544866630874,322.0,60
S0185,Storage,Azure,E1,33.9576063384708,6620,511,985.322809539768,59.21647620683084,151.67699202519287,530.4841921757504,97.10789585149966,0.7148685044648893,2,0,0.6878728827118108,931.0,61
S0212,Database,IBM,E4,78.2532917716386,2185,123,964.184929269689,17.07551359043189,489.3820957618514,928.2695686353502,60.46609080235085,0.6823199955068915,2,0,0.6864437689922122,492.0,62
S0895,Compute,Azure,E2,59.82032588090704,2300,494,689.64880361282,86.13230788390034,263.9761739902997,824.5868926627834,59.84667437204351,0.6707535553420219,3,0,0.6856232724521992,363.0,63
S0920,Database,AWS,E1,42.48503956739269,7285,882,991.9703039880168,140.03442606403294,17.361045570477486,649.0312726284515,55.553165164082735,0.6283847577689565,3,0,0.6842146663134364,962.0,64
S0106,AI Model,Google Cloud,E4,20.39222101571845,2673,887,733.845771010368,147.9834074962107,264.91366064697246,936.4237704128378,99.09526611434714,0.8272830956117991,3,0,0.684017205616598,546.0,65
S0347,Network,Azure,E1,73.26820989674837,880,680,528.3279437345573,104.9498413734302,138.70817031193744,919.3291666901712,70.31245479884524,0.7561055084051423,2,0,0.6838431701758912,167.0,66
S0111,Compute,Google Cloud,E4,91.85551100895351,6035,210,700.73914447776,121.75441549982708,177.32000923813678,857.9080132949816,80.20653144282676,0.5933904035811853,3,0,0.6837392966812209,777.0,67
S0510,Compute,AWS,E1,49.77612809278938,4066,638,629.0766601071907,44.33141082105967,319.7399899400213,862.8614809376993,98.39311755816064,0.904516349753666,3,0,0.6826185913662458,635.0,68
S0878,Storage,IBM,E1,34.941145617053984,6672,246,708.5070845331942,69.39941798439612,335.5808219756972,880.8755047780076,64.08396772372625,0.7142823063008961,1,0,0.6804517313835231,872.0,69
S0343,Network,Google Cloud,E1,34.05589580731866,7519,283,798.5434345264713,65.02895839381719,309.3539298669042,747.5944895339521,84.17962126109344,0.7066016902984293,1,0,0.6792995196235835,941.0,70
S0191,Storage,IBM,E3,74.59544802303239,801,744,505.7038165783046,87.49271395549584,48.67562896882204,805.5234565953,73.58042853705462,0.7161779960733823,3,0,0.6784500600064397,138.0,71
S0642,AI Model,Google Cloud,E4,45.52903281908793,7244,614,912.8399883576368,166.3299462672927,266.9143197866593,955.0392231741218,51.11362275336119,0.7323624015403357,1,0,0.6780158937542861,983.0,72
S0778,AI Model,Azure,E1,55.73277397578437,598,299,450.9554258947289,123.33865100008028,43.95920794918687,888.642614645172,90.50088890231316,0.6377783350606143,1,0,0.6769774410931633,44.0,73
S0982,Database,AWS,E1,32.431233486511694,3705,298,951.3104733172672,78.39513380717864,151.53131309398162,497.529543009729,89.16683459623103,0.559172666858939,3,0,0.6758744616427858,570.0,74
S0246,Network,IBM,E1,62.09170912118937,7864,204,727.0119822241419,197.86709158171615,102.6029733858758,996.35550851175,69.30779592969105,0.5623680566108396,1,0,0.6723076676882715,887.0,75
S0544,Database,AWS,E3,51.42108426406065,3476,234,759.190509344459,41.70445662130858,278.9021310388757,644.684718222056,65.8500484867152,0.5901779841408259,3,0,0.6701369910864633,470.0,76
S0594,Storage,Google Cloud,E2,71.63037638691026,4368,158,734.2464983655226,216.03241399252244,34.3008190278422,897.9807616419397,94.82364286296476,0.9437812292063416,3,0,0.6693149794971794,521.0,77
S0992,Network,Azure,E4,34.76942783400713,7560,624,830.8591338812985,188.48433307769287,206.61376576982676,917.1480161171992,82.63067008736768,0.5033927764884139,1,0,0.6681800086200347,980.0,78
S0036,AI Model,AWS,E2,65.14111922272416,4179,625,783.1542250079909,111.3162418159628,313.18602140422706,843.1544569461719,53.760101438140126,0.9243956263879204,2,0,0.6657932720612826,732.0,79
S0766,Database,Google Cloud,E3,73.03148579500237,7484,961,912.7004423992308,12.370304273145589,391.94667827341897,743.041082144466,99.3033740104801,0.958923711410176,3,0,0.6646374999508188,998.0,80
S0764,AI Model,Google Cloud,E3,57.54682010528133,7536,186,787.2328206673594,80.0064524917345,267.00528136729844,692.5699091521644,92.22607656568276,0.6393778997343146,1,0,0.6646119845364084,915.0,81
S0886,Storage,IBM,E3,82.66101693066457,1328,868,918.6624742626176,130.31108574963497,323.2547816060742,815.5648200673589,61.6625845633196,0.7588393341154787,1,0,0.664495288104915,484.0,82
S0930,AI Model,Azure,E1,42.71867966248945,5506,727,977.7212956268042,57.31865168962414,471.1952001191359,859.808896690663,55.85225363531631,0.8235556304870473,2,0,0.6642894300239965,958.0,83
S0619,Database,AWS,E1,57.90913384328375,5409,62,703.7182660714211,71.62269150590063,379.34641900207566,861.1726938489434,83.85531830981392,0.8227557427393497,3,0,0.6639790394459928,717.0,84
S0051,Database,AWS,E1,29.11260322256885,3838,577,902.567175234197,215.8352241945416,158.1739127489219,811.1058638164008,90.55436231001292,0.5557911565666207,2,0,0.6637378739862158,685.0,85
S0262,Network,AWS,E2,50.88241561883814,783,507,853.0783761111768,83.23651841406459,367.03214093528055,715.9607037402886,79.74767443904052,0.7753066489925717,1,0,0.6633514633667611,334.0,86
S0042,Compute,Google Cloud,E4,45.37006294958738,3627,519,943.743074731672,73.32171230535019,248.54582385120605,552.9210902801567,70.77195081298305,0.7636129891252417,1,0,0.6631140444635014,656.0,87
S0910,Storage,Google Cloud,E1,80.53666530236619,2359,613,864.2931695758791,144.852497911818,264.8565531061733,798.5343915158785,51.31488633423343,0.522353465709431,3,0,0.6626899724808162,499.0,88
S0915,Database,AWS,E2,77.98564054390036,6991,327,954.501842427305,108.10922634497244,405.276068834154,865.0212186313894,74.52232299604877,0.6356795175955685,3,0,0.6610885057967931,971.0,89
S0584,Compute,Google Cloud,E2,79.87852553887643,6040,999,961.999648975704,96.3523167683813,359.6895165019339,786.5653333916202,87.36579127864431,0.6929062608796447,3,0,0.6605927160891892,984.0,90
S0492,AI Model,Azure,E1,44.85102553272881,3145,810,936.024379694046,208.0598314062366,141.44267587193227,788.4658883780836,54.90289242812288,0.6981177622686517,3,0,0.6596709205771388,642.0,91
S0882,AI Model,IBM,E4,24.356896406026237,4912,563,746.5882945441999,55.79825642997175,226.5348440396737,600.8425263670358,71.30576394153897,0.6976782554306915,1,0,0.6594920936091676,737.0,92
S0651,Storage,AWS,E4,39.45011729878209,1114,743,325.50270795061834,20.55233106867784,146.87914355630102,889.5467193898176,68.00810766068957,0.5197047676451949,3,0,0.658770864991898,101.0,93
S0256,Network,IBM,E4,56.352221534753525,5653,392,551.2293650133764,88.95711277988089,26.97884780886837,703.9812261738889,50.90301098799802,0.6194523478337883,2,0,0.6583998579309558,613.0,94
S0831,Database,AWS,E3,26.69671433941797,2765,814,912.3995786071924,66.39128020592997,344.0451767020476,639.7778633305973,65.47162354847416,0.6282220087315941,1,0,0.6580273733123491,615.0,95
S0647,Network,IBM,E2,77.14263594536524,1381,466,421.3589224314453,92.45124188452516,27.623220544572277,802.771236590873,83.25600890568079,0.772728347696246,2,1,0.6579831066790908,78.0,96
S0037,Network,Google Cloud,E2,63.68169936554349,4183,907,404.24551601843154,30.686005645305915,50.02308478451345,768.0920605894255,85.38919891812412,0.6490974389377995,1,0,0.6576648199021439,469.0,97
S0952,Network,IBM,E2,31.022203219115724,1243,494,740.501611017055,156.79572815274804,286.77230399153905,852.1822260310056,57.767165125500846,0.5078679901867722,1,0,0.6566946693883433,282.0,98
S0029,Database,AWS,E3,68.2928190155848,5102,974,469.9670371208812,126.86668232950754,74.02958890249856,939.828239355447,86.59366265313601,0.5036364038470047,1,0,0.6566939284483648,690.0,99
S0699,Storage,Azure,E3,58.34565966505634,4156,761,809.6406417816648,154.5648879422875,149.75375488013273,691.8618606716441,78.15064715858315,0.8212659176696832,2,0,0.6545856424156435,712.0,100
S0968,AI Model,Azure,E2,53.575506905781374,2882,266,450.99840043694496,111.43786185651076,124.71030583561388,862.0035876623798,56.83611381867329,0.9899930536435546,3,0,0.6531677843884733,186.0,101
S0069,Database,Google Cloud,E2,93.85023046433813,2188,563,997.6465940288716,152.2636893181929,245.01629740478447,673.3700844115526,81.67320596178863,0.502964107668439,1,0,0.6525715425628072,518.0,102
S0187,AI Model,IBM,E3,54.36401650534195,3095,163,440.0178831598056,148.7275420419646,67.32169272877621,936.13271591079,55.1132140498558,0.7085266018514603,3,0,0.6515376527315229,190.0,103
S0375,Compute,AWS,E1,71.47453975145731,1511,851,343.92980810281153,27.85747726875384,11.940372075949949,776.4113939834066,76.33796438461076,0.8787312616703443,3,1,0.6513461439564283,127.0,104
S0826,AI Model,Azure,E2,86.8904108608051,5281,518,864.8497622854242,147.6545027826409,18.646128487516865,577.7488146595837,94.08372551434364,0.9572201848770236,2,0,0.6507018125609321,767.0,105
S0641,Database,Azure,E3,48.91339285526917,2878,528,324.13242264628167,56.37622425664192,81.16025975847204,873.7259973005025,56.96483447035504,0.5370543746501941,2,0,0.6501921851129062,162.0,106
S0726,Compute,AWS,E2,30.082634705609134,3180,775,887.4253342911604,23.95037987785214,438.1593983057416,692.1928652685232,55.29578448143867,0.5071010780853824,3,0,0.6484534560413118,681.0,107
S0955,Compute,IBM,E1,49.112427959524666,3632,558,488.02276166600376,45.63155917190355,36.71082605632101,634.3367230014888,54.35410247957143,0.5160313481534025,3,0,0.646077616357652,311.0,108
S0761,Network,Google Cloud,E1,59.19324495025589,3366,983,550.46429797591,136.61403065486502,217.12425906831467,929.9659637559868,75.57405233941915,0.5825864997592238,3,0,0.6453937304079447,542.0,109
S0423,Storage,Azure,E4,85.4565379674596,7501,425,678.8650965022608,7.106914121632288,275.1898452279362,676.0829470440513,58.96481176300242,0.9466333181335388,1,0,0.6451263360968723,923.0,110
S0716,Database,IBM,E1,86.25985722395455,5615,55,912.608618143648,205.881220964055,93.01697702569102,721.3826481923321,59.93253263405696,0.6032226162081002,2,0,0.644133541109853,738.0,111
S0369,Database,Azure,E3,55.34653755486234,2898,572,894.6989008126724,260.34350992795555,96.45548753047166,865.5467399683498,79.08256663365034,0.7507237099208364,3,0,0.6439444228130156,539.0,112
S0251,Compute,IBM,E1,25.07512714250012,6517,520,807.9191118589079,124.25128442157656,70.54757882677232,551.6450765536093,59.87367918428415,0.7164007806131587,2,0,0.6433508705531066,857.0,113
S0123,AI Model,Azure,E2,49.3644273633372,2913,640,416.390836119949,11.515324363848023,144.03559421094909,688.6685198874945,90.23629918707157,0.6312039112853725,1,0,0.6432230826443706,235.0,114
S0372,Database,Azure,E2,29.469855617337707,6938,120,996.5999997260926,9.914839017043718,183.916288474328,376.0151643469194,71.16933745337309,0.6280442131192119,2,0,0.6431030358995268,850.0,115
S0047,Storage,AWS,E2,52.95537422708392,2148,494,439.4328603578374,106.13749461760796,83.22376667396418,774.705507229155,73.93224352752624,0.6817790776741488,3,0,0.6429556385956952,133.0,116
S0609,Storage,AWS,E3,70.7840479801257,6067,750,994.1408380991196,132.50816255382995,427.46493424236246,875.0523436426311,55.05442970871074,0.8577814136661162,3,0,0.641854854012913,981.0,117
S0068,Storage,IBM,E4,60.87701891727038,4459,779,782.3873757981651,97.64292304093756,151.82382033471077,571.9571816740902,65.70549095446853,0.8607445865658363,2,0,0.6411857623497057,725.0,118
S0138,Storage,Azure,E1,65.2615749947341,4466,974,761.4960632300821,151.689896544309,336.9926063371697,901.4674745555986,98.055913401082,0.5482943412472661,2,0,0.6407346368477899,841.0,119
S0913,Network,Azure,E1,21.316427252497167,1016,946,860.1738155403169,6.092210015562971,150.748260507672,371.81240900378185,95.38081931126136,0.7384188874290358,2,0,0.6395963967386702,372.0,120
S0714,Network,AWS,E1,86.98176538965612,7717,717,422.1001528810283,11.38544059736016,279.3846301203498,953.8265538601948,72.19941071710151,0.9358988855123314,2,0,0.6395697009858509,904.0,121
S0494,Compute,AWS,E1,34.70732845537947,4629,97,450.9326607180935,67.87692519761131,95.91377827466135,663.4713276482406,98.11514915871383,0.7804061708887586,2,1,0.6392473547500122,361.0,122
S0351,Storage,Azure,E1,54.444889787991045,4002,656,773.7969413785028,193.9123202600511,164.62120247712434,772.2960685492027,73.37944742493833,0.9634033545550202,3,0,0.6386150054571866,663.0,123
S0784,Network,IBM,E1,68.58630844928962,3454,965,296.54648601852614,64.84170542472023,121.0997711801971,975.6319836978292,68.9321191702047,0.5965788755604899,1,0,0.6381492441755038,389.0,124
S0429,AI Model,Google Cloud,E2,20.930302720798608,5949,60,370.0089053302551,108.80602613236692,79.39245004344244,863.7817194136798,56.378407568214215,0.8218396179785823,2,0,0.6379843857461945,488.0,125
S0354,Database,IBM,E2,82.11869393279139,3385,415,975.7182980308816,165.0591314549569,445.4887170376335,907.4071885066468,99.04931513993417,0.7774334584995786,1,0,0.6379404118339976,716.0,126
S0297,AI Model,Google Cloud,E1,35.28248443457668,3048,233,558.8131144042054,123.70004996312797,257.6232974365348,829.4455655428108,55.279919801307045,0.8204270682078,2,0,0.637660405297199,289.0,127
S0241,Network,IBM,E1,28.557183866595004,5476,764,808.6899881512348,34.66600596461608,410.9672496252971,671.5184790998807,87.41168582467546,0.907150491835794,3,0,0.6374240100053554,919.0,128
S0072,AI Model,Google Cloud,E3,32.361111179707784,3299,420,436.6740629016138,30.69724039112304,212.21234170578316,735.8839896040625,54.75201203258097,0.6784499435873774,2,0,0.6372197712024873,252.0,129
S0755,Network,Google Cloud,E2,46.16154004771095,2083,496,904.2156240441792,222.3638044466937,306.66779779961774,893.7987335534416,71.17702886207542,0.7021100219466081,1,0,0.6371921607318886,489.0,130
S0265,Database,AWS,E2,24.670482941141422,2334,882,786.921985006738,128.64517146040623,63.936142488718026,517.2744308213464,83.95791728717785,0.7140567848736208,1,0,0.637093914716035,434.0,131
S0166,Storage,AWS,E4,50.74286672722162,3483,704,792.6153051689568,83.19897887987891,481.9161241399232,865.8144243287246,79.45781886968942,0.7667607154904919,3,0,0.6358128536155314,700.0,132
S0801,Network,IBM,E2,40.35570353350358,4199,331,639.6868689157353,187.825617075012,42.1337455968518,735.2229055251354,69.74003842314765,0.9587281109455068,3,0,0.6357436510307672,465.0,133
S0045,Storage,AWS,E3,47.9125267878135,6729,893,770.4468965970734,77.43743465362486,450.3471737608053,865.8995042435473,89.08435488831987,0.6692633173634179,2,0,0.6347496809724547,989.0,134
S0668,Compute,Google Cloud,E3,62.70330208867121,5256,239,810.3109334809827,79.28299598501003,454.79789211820656,799.9103593233982,74.3790801698358,0.6816866042490488,1,0,0.634642843405112,810.0,135
S0243,Compute,IBM,E3,36.89876974634263,1647,956,487.88633834616513,186.9302487557989,99.9464159662971,969.3529569261316,62.37822540708923,0.8857857196644154,2,0,0.6345587402365154,257.0,136
S0533,Storage,Azure,E1,67.73010276375553,1600,286,824.115720342279,198.03220559759305,219.12728237502049,735.7104004723632,97.81229779348337,0.5352524777841287,1,0,0.6337675569721707,317.0,137
S0526,Database,IBM,E2,73.55244833501423,6074,169,525.2449101236331,47.345703003411536,326.3419776474062,849.2727330557458,53.33411501815123,0.8575381836888878,2,0,0.6333243530906999,709.0,138
S0816,Database,Google Cloud,E4,20.286494199393733,7071,650,147.85437614816843,10.654526819868444,30.40557094659036,975.5897149549536,77.29512796334038,0.8247662155326949,2,1,0.6331639154619559,620.0,139
S0563,AI Model,IBM,E3,60.04756044108228,2432,176,988.6545871752496,214.79222582069104,142.01476577149012,635.4413385422719,68.91369468414365,0.5040731240971176,3,0,0.6328236084619813,443.0,140
S0583,Compute,AWS,E3,53.48146373011866,7806,386,690.4226069566923,128.13052908179958,356.8910487125974,916.2305139549056,53.59072918819579,0.7281539558290866,3,0,0.6308043559687545,960.0,141
S0190,Network,IBM,E2,26.04511353178435,4418,977,668.7115563347153,125.32743450964762,294.8472996652761,795.756494397849,63.56940941183824,0.7587162799064815,2,0,0.6298850251400563,763.0,142
